,node_id,y,x,street_count,highway,ref,geometry,degree,nearby_amenity,place_name
220,411926369,10.7670008,106.6959458,3,,,POINT (106.6959458 10.7670008),4,Trà Sữa TocoToco,Nguyễn Thái Học
221,411926370,10.7677437,106.6971334,3,,,POINT (106.6971334 10.7677437),6,,
222,411926372,10.7916675,106.6919592,3,,,POINT (106.6919592 10.7916675),4,Nhà Thuốc Trần Quang Khải,Nguyễn Phi Khanh
223,411926373,10.7908731,106.6915293,3,,,POINT (106.6915293 10.7908731),6,Quán Cơm Tấm Bụi SG,Huyền Quang
224,411926378,10.7773934,106.7041193,4,traffic_signals,,POINT (106.7041193 10.7773934),6,Quán Bar Piu Piu,Quán Bar Piu Piu
225,411926380,10.7779416,106.7010248,4,traffic_signals,,POINT (106.7010248 10.7779416),4,Cộng Cà Phê,Đường Ðồng Khởi
226,411926390,10.7724371,106.6948699,3,,,POINT (106.6948699 10.7724371),4,,Tanpopo
227,411926393,10.7765349,106.7050971,4,traffic_signals,,POINT (106.7050971 10.7765349),8,Quán Bar Hien & Bob's Place,D'Nyonya
228,411926407,10.771863,106.703913,3,,,POINT (106.703913 10.771863),6,Nhà Hàng Grand Castella,Quán Bar Hoppy Juice
229,411926412,10.7748371,106.6981499,4,,,POINT (106.6981499 10.7748371),6,Phở 24,Bảo Châu Laundry and Dry Cleaning
230,411926424,10.7907571,106.688343,3,,,POINT (106.688343 10.7907571),4,Vietcombank,WinMart+
231,411926429,10.7728506,106.6971681,3,,,POINT (106.6971681 10.7728506),3,Cà Phê The V,Hair Salon Nam Nguyễn
232,411926436,10.7671388,106.6974183,3,,,POINT (106.6974183 10.7671388),6,Công An Quận 1,
233,411926437,10.7720998,106.696004,4,,,POINT (106.696004 10.7720998),4,,Blessing Central Hotel
234,411926438,10.7731556,106.6976491,3,,,POINT (106.6976491 10.7731556),4,Chợ Bến Thành,Lê Thánh Tôn
235,411926446,10.7873909,106.6966403,4,,,POINT (106.6966403 10.7873909),6,,
236,411926453,10.7910246,106.6981077,3,,,POINT (106.6981077 10.7910246),4,Trường THPT Năng Khiếu Thể Dục Thể Thao,Phan Kế Bính
237,411926455,10.7732605,106.7014575,3,crossing,,POINT (106.7014575 10.7732605),4,Đền Sri Thenday Yutthapani,Pasteur
238,411926457,10.7865655,106.6957919,4,,,POINT (106.6957919 10.7865655),6,,Phùng Khắc Khoan
239,411926458,10.790659,106.6996967,4,,,POINT (106.6996967 10.790659),8,Quán Bar Bonjour de Saigon,Đại học Kinh tế TP.HCM - Cơ sở E
240,411926465,10.7855772,106.6948657,3,,,POINT (106.6948657 10.7855772),6,Phở Hùng,Tập đoàn Cao su Việt Nam
241,411926477,10.7864896,106.6937109,4,traffic_signals,,POINT (106.6937109 10.7864896),3,,TOPZONE 191 ĐIỆN BIÊN PHỦ
242,411926483,10.7686629,106.6932749,3,,,POINT (106.6932749 10.7686629),4,Techcombank,Tâm Hanh Travel
243,411926498,10.7792329,106.7035889,3,,,POINT (106.7035889 10.7792329),3,,Khách sạn May
244,411926503,10.7648363,106.6925294,4,,,POINT (106.6925294 10.7648363),6,Nhà hát Cải lương Trần Hữu Trang,Trần Hưng Đạo
245,411926505,10.7734407,106.6981058,3,,,POINT (106.6981058 10.7734407),3,Chợ Bến Thành,Cửa Hàng Kính Đa Minh
246,411926516,10.7706904,106.7012764,3,,,POINT (106.7012764 10.7706904),4,VietinBank,Đường Nam Kỳ Khởi Nghĩa
247,411926523,10.7846634,106.6959835,4,traffic_signals,,POINT (106.6959835 10.7846634),5,,Khách Sạn Novotel Saigon Centre
248,411926527,10.7698536,106.6977441,3,,,POINT (106.6977441 10.7698536),6,,Calmette
249,411926533,10.7685425,106.6971744,4,,,POINT (106.6971744 10.7685425),8,,Padma de Fleur
250,411926537,10.7740726,106.6990186,4,,,POINT (106.6990186 10.7740726),6,,Tổng Công ty Bến Thành
251,411926538,10.7855867,106.6968504,4,,,POINT (106.6968504 10.7855867),4,Cafe Thứ 7,Phùng Khắc Khoan
252,411926545,10.774706,106.6995506,4,crossing,,POINT (106.6995506 10.774706),4,,Nhà Hàng Nướng Barbecue Garden
253,411926547,10.7814762,106.6996356,4,traffic_signals,,POINT (106.6996356 10.7814762),6,Lavenue Crown Hotel,Khách Sạn InterContinental
254,411926577,10.7684134,106.6988516,4,,,POINT (106.6988516 10.7684134),8,Bò né Bà Nũi,Trường Tiểu học Nguyễn Thái Bình
255,411926578,10.7837928,106.6970271,4,traffic_signals,,POINT (106.6970271 10.7837928),5,BanhMi 362,
256,411926580,10.7828823,106.6980764,4,traffic_signals,,POINT (106.6980764 10.7828823),6,Cửa Hàng Fresh Donuts,Đường Hai Bà Trưng
257,411926585,10.7883712,106.6955625,3,,,POINT (106.6955625 10.7883712),3,Nhà Hàng Nhật Manmaru,Đường Ðiện Biên Phủ
258,411926586,10.7734873,106.7023364,3,,,POINT (106.7023364 10.7734873),6,Quán Bar Phatty’s Sports,Chung cư 42 Tôn Thất Thiệp
259,411926591,10.7616283,106.6897206,4,,,POINT (106.6897206 10.7616283),6,Cửa Hàng Đồ Ăn Nhanh G-Bread,Trần Hưng Đạo
260,411926594,10.7791968,106.702175,4,traffic_signals,,POINT (106.702175 10.7791968),6,,Hai Bà Trưng
261,411926596,10.7797806,106.7040024,4,,,POINT (106.7040024 10.7797806),5,,Đường Lê Thánh Tôn
262,411926604,10.7805243,106.6958645,4,traffic_signals,,POINT (106.6958645 10.7805243),3,Viện Khoa học xã hội vùng Nam Bộ,Pasteur
263,411926606,10.7896952,106.7007533,3,,,POINT (106.7007533 10.7896952),4,Bưu Điện Việt Nam,Đài tiếng nói nhân dân TP.HCM
264,411926613,10.772787,106.6954284,4,traffic_signals,,POINT (106.6954284 10.772787),4,,Hindu Temple
265,411926617,10.7739958,106.697121,4,traffic_signals,,POINT (106.697121 10.7739958),5,,Pasteur Street Bewing Co
266,411926620,10.7736167,106.7028018,3,,,POINT (106.7028018 10.7736167),5,Nhà Hàng Gaxeo Chicken,Tôn Thất Thiệp
267,411926622,10.7668545,106.6942965,4,,,POINT (106.6942965 10.7668545),6,Pizza Hut,Trần Hưng Đạo
268,411926624,10.7801873,106.7010602,4,traffic_signals,,POINT (106.7010602 10.7801873),6,Bệnh viện Nhi đồng 2,Hai Bà Trưng
269,411926632,10.7704446,106.6920153,4,,,POINT (106.6920153 10.7704446),8,,Nguyễn Văn Tráng
270,411926638,10.7658757,106.6981643,4,,,POINT (106.6981643 10.7658757),8,Chùa Phụng Sơn,
271,411926696,10.7767991,106.6979831,4,,,POINT (106.6979831 10.7767991),4,Cà Phê Mylife,Nhà Hàng Nướng Barbecue Garden
272,411926701,10.778525,106.7029239,4,,,POINT (106.7029239 10.778525),6,,Khách sạn Park Hyatt Sài Gòn
273,411926702,10.7776192,106.7038862,4,traffic_signals,,POINT (106.7038862 10.7776192),6,Nhà Hàng Namo,Khách Sạn King Star
274,411926704,10.7894352,106.6985385,4,,,POINT (106.6985385 10.7894352),6,Trường Tiểu học Đinh Tiên Hoàng,Nguyễn Văn Thủ
275,411926705,10.7903996,106.6974842,4,,,POINT (106.6974842 10.7903996),4,Quán Chả Giò Cua Biển 94,Đường Ðiện Biên Phủ
276,411926712,10.7693766,106.6981019,4,,,POINT (106.6981019 10.7693766),8,Highlands Coffee,Brick & Barrel
277,634134026,10.7652208,106.6818448,3,,,POINT (106.6818448 10.7652208),2,Nhà Hàng Phúc An Khang,Đường Nguyễn Văn Cừ
278,634134030,10.7655926,106.6818746,4,,,POINT (106.6818746 10.7655926),4,Nhà Hàng Phúc An Khang,Vòng xoay Cộng Hoà
279,676561490,10.7921292,106.6993394,3,,,POINT (106.6993394 10.7921292),3,Viện Khoa học Kỹ thuật Nông nghiệp miền Nam,Vòng xoay Điện Biên Phủ
280,676561493,10.7922184,106.699654,3,,,POINT (106.699654 10.7922184),4,Viện Khoa học Kỹ thuật Nông nghiệp miền Nam,Vòng xoay Điện Biên Phủ
281,718834751,10.7950467,106.6887809,3,,,POINT (106.6887809 10.7950467),6,,
282,718834755,10.7944825,106.6893637,3,,,POINT (106.6893637 10.7944825),6,,Lien Huong - Vegetarian Restaurant
283,864423474,10.795006,106.6918224,3,,,POINT (106.6918224 10.795006),4,Trường Tiểu học Trần Khánh Dư,Trường Tiểu học Trần Khánh Dư
284,1767203801,10.7672511,106.6997734,5,,,POINT (106.6997734 10.7672511),8,Sacombank,Cầu Calmette
285,1767760204,10.7538226,106.686917,6,,,POINT (106.686917 10.7538226),3,,Đường Võ Văn Kiệt
286,1767760220,10.7555119,106.6857994,3,,,POINT (106.6857994 10.7555119),3,Chợ Nancy,Đường Nguyễn Văn Cừ
287,1767760231,10.7540059,106.686887,4,,,POINT (106.686887 10.7540059),3,,Nguyễn Văn Cừ
288,1767909356,10.765631,106.7010057,3,,,POINT (106.7010057 10.765631),2,Quán Nhớ Tuyết,Cầu Calmette
289,1767909383,10.7657093,106.7010478,3,,,POINT (106.7010478 10.7657093),2,Quán Nhớ Tuyết,Cầu Calmette
290,1767909386,10.7663412,106.700621,3,,,POINT (106.700621 10.7663412),3,Quán Nhớ Tuyết,Calmette
291,1767909393,10.7665511,106.7016057,3,,,POINT (106.7016057 10.7665511),3,Quán Nhà,Đường Võ Văn Kiệt
292,1767909417,10.7663531,106.700978,3,,,POINT (106.700978 10.7663531),3,Quán Nhớ Tuyết,Võ Văn Kiệt
293,1768404126,10.7650936,106.6973026,3,,,POINT (106.6973026 10.7650936),4,Amitaba Cafe - Ẩm Thực Chay,Amitaba Cafe - Ẩm Thực Chay
294,1769173835,10.7707757,106.7063184,3,,,POINT (106.7063184 10.7707757),2,,Tôn Ðức Thắng
295,1769173843,10.7694232,106.7051609,4,,,POINT (106.7051609 10.7694232),6,Ngân hàng Nhà nước Việt Nam,Võ Văn Kiệt
296,1769173868,10.7671654,106.7013838,4,,,POINT (106.7013838 10.7671654),4,Quán Nhà,Quán Nhà
297,1769173870,10.7682131,106.7023387,3,,,POINT (106.7023387 10.7682131),3,Navibank,Sở Giao dịch chứng khoán TP.HCM
298,1769173959,10.7677182,106.7020328,3,,,POINT (106.7020328 10.7677182),2,Navibank,Võ Văn Kiệt
299,1769173982,10.7703541,106.7046901,3,,,POINT (106.7046901 10.7703541),6,,Hồ Tùng Mậu
300,1769277421,10.7760265,106.7031172,3,,,POINT (106.7031172 10.7760265),3,,
301,1769277433,10.7763859,106.7027254,3,traffic_signals,,POINT (106.7027254 10.7763859),3,,
302,1769277447,10.7731909,106.7000059,4,,,POINT (106.7000059 10.7731909),6,Al Fresco,Lê Lợi
303,1769277472,10.7765708,106.7012198,3,,,POINT (106.7012198 10.7765708),3,Trụ sở Ủy ban Nhân dân TP. Hồ Chí Minh,Nguyễn Huệ
304,1769277475,10.7761639,106.7029668,3,traffic_signals,,POINT (106.7029668 10.7761639),3,,
305,1769456883,10.7809029,106.6977915,3,,,POINT (106.6977915 10.7809029),6,Techcombank,Thành Đoàn TP.HCM
306,1769456941,10.7807983,106.6979055,3,,,POINT (106.6979055 10.7807983),6,Highlands Coffee,Cà Phê Đá
307,1769692389,10.7865567,106.7016456,4,traffic_signals,,POINT (106.7016456 10.7865567),5,,Đinh Tiên Hoàng
308,1771088742,10.7872347,106.7022445,3,,,POINT (106.7022445 10.7872347),4,,Tòa nhà trung tâm
309,1797562608,10.7926441,106.6994953,3,,,POINT (106.6994953 10.7926441),4,Popeyes,Vòng xoay Điện Biên Phủ
310,1970245478,10.7876142,106.7025996,3,,,POINT (106.7025996 10.7876142),4,Nhà Hàng The Organic House,Nhà Hàng The Organic House
311,1985346078,10.7765359,106.7025605,3,,,POINT (106.7025605 10.7765359),3,,Nhà hát Thành phố
312,1985346335,10.758541,106.6852856,1,,,POINT (106.6852856 10.758541),2,Sở Công An TP.HCM,Hẻm 286 Đường Trần Hưng Ðạo
313,1996654022,10.764818,106.6991352,3,,,POINT (106.6991352 10.764818),3,Hội quán Quảng Triệu,Đường Võ Văn Kiệt
314,1996654028,10.7543658,106.6871406,3,,,POINT (106.6871406 10.7543658),4,,Đường Võ Văn Kiệt
315,1996654066,10.7658537,106.7006283,3,,,POINT (106.7006283 10.7658537),3,Quán Nhớ Tuyết,Calmette
316,1996654189,10.7643008,106.6977426,3,,,POINT (106.6977426 10.7643008),4,Chợ Cháy,Nguyễn Thái Học
317,1996654208,10.7646417,106.6988108,3,,,POINT (106.6988108 10.7646417),3,Hội quán Quảng Triệu,Yersin
318,1996654212,10.7598569,106.6940493,3,,,POINT (106.6940493 10.7598569),3,,Hồ Hảo Hớn
319,1996654360,10.7639857,106.6980282,4,traffic_signals,,POINT (106.6980282 10.7639857),4,,Nguyễn Thái Học
320,1996654852,10.7674021,106.7022473,3,,,POINT (106.7022473 10.7674021),3,Navibank,Đường Võ Văn Kiệt
321,1996655118,10.7568608,106.6897729,3,,,POINT (106.6897729 10.7568608),3,Quán Nước Mía 600,Đường Nguyễn Cảnh Chân
322,1996655226,10.7648501,106.6987998,3,,,POINT (106.6987998 10.7648501),4,Hội quán Quảng Triệu,Yersin
323,1996655282,10.7652201,106.7002293,3,,,POINT (106.7002293 10.7652201),4,Cà Phê Betta Fish,Đường Võ Văn Kiệt
324,1996655496,10.763832,106.6981126,4,traffic_signals,,POINT (106.6981126 10.763832),4,,Nguyễn Thái Học
325,1996655828,10.7541641,106.6868078,4,,,POINT (106.6868078 10.7541641),3,,Nguyễn Văn Cừ
326,1996745689,10.758645,106.6924512,4,,,POINT (106.6924512 10.758645),6,Quán Chay 20,Đường Trần Ðình Xu
327,1998235262,10.7926428,106.6995706,3,,,POINT (106.6995706 10.7926428),3,Popeyes,Đường Điện Biên Phủ
328,1998235279,10.7923305,106.6991161,3,,,POINT (106.6991161 10.7923305),3,Techcombank,Vòng xoay Điện Biên Phủ
329,1998235282,10.792411,106.6997671,3,,,POINT (106.6997671 10.792411),3,Viện Khoa học Kỹ thuật Nông nghiệp miền Nam,Vòng xoay Điện Biên Phủ
330,1998235285,10.7916703,106.6985829,3,,,POINT (106.6985829 10.7916703),4,,Thu Gian Voi Cafe Phin ThiuThiet
331,1998452762,10.7671636,106.7015349,3,,,POINT (106.7015349 10.7671636),3,Saigon Bank,Võ Văn Kiệt
332,1998452788,10.7664951,106.7010492,3,,,POINT (106.7010492 10.7664951),3,Quán Nhớ Tuyết,Võ Văn Kiệt
333,1998781538,10.7709258,106.7034182,4,,,POINT (106.7034182 10.7709258),6,Chợ cũ Tôn Thất Đạm,Hàm Nghi
334,1998781616,10.7709739,106.7024697,4,,,POINT (106.7024697 10.7709739),6,Katinat,Hàm Nghi
335,2025938531,10.764404,106.6989721,4,,,POINT (106.6989721 10.764404),4,Hội quán Quảng Triệu,Đường Võ Văn Kiệt
336,2032267113,10.7708498,106.7025205,4,,,POINT (106.7025205 10.7708498),6,Katinat,Đường Pasteur
337,2032267208,10.7701272,106.6941025,4,,,POINT (106.6941025 10.7701272),5,KFC,Nguyễn Thị Nghĩa
338,2032267286,10.7591379,106.6875384,4,,,POINT (106.6875384 10.7591379),6,Sở Công An TP.HCM,Trần Hưng Đạo
339,2032267293,10.7707997,106.7034753,3,,,POINT (106.7034753 10.7707997),4,VietinBank,Hàm Nghi
340,2032267315,10.7648642,106.6927945,1,,,POINT (106.6927945 10.7648642),2,,Bệnh viện Quận 1 (cơ sở 2)
341,2032267326,10.7652402,106.6971322,3,,,POINT (106.6971322 10.7652402),2,Amitaba Cafe - Ẩm Thực Chay,Nguyễn Thái Học
342,2032267376,10.7662167,106.6963931,3,,,POINT (106.6963931 10.7662167),4,Tiệm Mì Vịt Tiềm,
343,2032267468,10.7608727,106.6889661,1,,,POINT (106.6889661 10.7608727),2,Phòng Cảnh sát Phòng cháy Chữa cháy Thành phố Hồ Chí Minh,
344,2032267525,10.7729233,106.7002992,3,,,POINT (106.7002992 10.7729233),3,,Saigon Square
345,2034589230,10.7741513,106.7033318,3,,,POINT (106.7033318 10.7741513),4,,Tôn Thất Thiệp
346,2034589236,10.774251,106.7037193,3,,,POINT (106.7037193 10.774251),4,Cà Phê Calibre,Café Runam
347,2034589359,10.7709832,106.704232,3,,,POINT (106.704232 10.7709832),3,BIDV,Hồ Tùng Mậu
348,2034589362,10.7688842,106.7037384,3,,,POINT (106.7037384 10.7688842),4,,Đường Võ Văn Kiệt
349,2036082816,10.7758045,106.7065554,3,,,POINT (106.7065554 10.7758045),3,,Đường Tôn Ðức Thắng
350,2036082840,10.7847301,106.7036877,3,,,POINT (106.7036877 10.7847301),4,Đại chủng viện thánh Giuse,Tôn Đức Thắng
351,2036082855,10.7747161,106.706182,4,,,POINT (106.706182 10.7747161),6,,Toà nhà Mê Linh Point
352,2036082874,10.7835028,106.7051249,3,,,POINT (106.7051249 10.7835028),4,Nữ tu viện Dòng thánh Phaolô thành Chartres,Hẻm 5 Nguyễn Trung Ngạn
353,2036083009,10.7857612,106.708632,3,,,POINT (106.708632 10.7857612),1,,Nguyễn Hữu Cảnh
354,2036083066,10.7747778,106.7064454,3,,,POINT (106.7064454 10.7747778),3,,Công trường Mê Linh
355,2036083160,10.7846363,106.7035969,4,,,POINT (106.7035969 10.7846363),5,,Nguyễn Du
356,2036083164,10.7832972,106.7049734,3,,,POINT (106.7049734 10.7832972),4,Đan viện Cát Minh Sài Gòn,Miss Áo Dài
357,2036083168,10.7718595,106.7063094,3,,,POINT (106.7063094 10.7718595),3,OCB Bank,Nguyễn Huệ
358,2036083298,10.7729853,106.7064008,3,,,POINT (106.7064008 10.7729853),3,Nhà Hàng Riverside Saigon,Ðồng Khởi
359,2036083316,10.7828182,106.7055038,3,,,POINT (106.7055038 10.7828182),3,Nhà Hàng Urban Basemet - Craft Beer & Kitchen,Quán Bar Lush
360,2036083527,10.7759006,106.7062744,4,,,POINT (106.7062744 10.7759006),4,,Toà Nhà IBC
361,2036083533,10.7714318,106.7062713,3,,,POINT (106.7062713 10.7714318),3,OCB Bank,Tôn Ðức Thắng
362,2036083578,10.785825,106.7088983,3,,,POINT (106.7088983 10.785825),1,,Nguyễn Hữu Cảnh
363,2036083610,10.7746334,106.7065281,3,,,POINT (106.7065281 10.7746334),3,,VIB Phòng giao dịch Mê Linh Point
364,2037756039,10.7837843,106.698945,3,,,POINT (106.698945 10.7837843),4,Trung Tâm Nha Khoa Saint Paul,Tổng Lãnh sự quán Pháp
365,2037831398,10.7821171,106.7052865,3,,,POINT (106.7052865 10.7821171),6,,
366,2037831399,10.7817641,106.7057094,3,,,POINT (106.7057094 10.7817641),4,Tous Les Jours,Đường Lê Thánh Tôn
367,2043347015,10.7762943,106.7009788,3,,,POINT (106.7009788 10.7762943),3,Trụ sở Ủy ban Nhân dân TP. Hồ Chí Minh,Trụ sở Ủy ban Nhân dân TP. Hồ Chí Minh
368,2126937275,10.7810297,106.7057783,1,,,POINT (106.7057783 10.7810297),2,,Hẻm 15 Đường Lê Thánh Tôn
369,2131959240,10.7641724,106.6978358,3,,,POINT (106.6978358 10.7641724),3,Chợ Cháy,Nguyễn Thái Học
370,2131959241,10.7640569,106.6979537,4,traffic_signals,,POINT (106.6979537 10.7640569),4,,Nguyễn Thái Học
371,2139904164,10.7818873,106.7050554,1,,,POINT (106.7050554 10.7818873),2,Cửa Hàng Pizza 4P's,
372,2139904165,10.7823181,106.7054797,1,,,POINT (106.7054797 10.7823181),2,,
373,2230255079,10.7881688,106.699916,3,,,POINT (106.699916 10.7881688),4,,Hẻm 16 Đinh Tiên Hoàng
374,2230280813,10.7864608,106.6947392,1,,,POINT (106.6947392 10.7864608),2,Techcombank,
375,2230280818,10.7860131,106.6943139,3,,,POINT (106.6943139 10.7860131),6,Bánh Mì Cụ Lý,
376,2230414266,10.790218,106.6996959,1,,,POINT (106.6996959 10.790218),2,Quán Bar Bonjour de Saigon,Hẻm 6 Phan Kế Bính
377,2230414268,10.7898718,106.6993696,3,,,POINT (106.6993696 10.7898718),6,,Hẻm 6 Phan Kế Bính
378,2230976075,10.7932182,106.6903029,1,,,POINT (106.6903029 10.7932182),2,Trường Mầm non Tân Định,Hẻm 27 Đường Trần Nhật Duật
379,2231006702,10.7945244,106.6931483,3,,,POINT (106.6931483 10.7945244),5,Chùa Đức Quang,Trần Nguyên Đán
380,2231187556,10.7851707,106.6973003,3,,,POINT (106.6973003 10.7851707),4,Trường Mầm non Lê Thị Riêng,Phùng Khắc Khoan
381,2231187557,10.7856196,106.6977381,1,,,POINT (106.6977381 10.7856196),2,,Hẻm 16 Phùng Khắc Khoan
382,2231207282,10.7885495,106.6972338,1,,,POINT (106.6972338 10.7885495),2,Quán Chay Nhà Tôi,Nguyễn Thành Ý
383,2231313563,10.795323,106.6896422,3,,,POINT (106.6896422 10.795323),6,,Hoàng Sa
384,2231349008,10.7926251,106.686956,1,,,POINT (106.686956 10.7926251),2,,Hẻm 214/19 Hoàng Sa
385,2289921217,10.7558857,106.6855363,3,,,POINT (106.6855363 10.7558857),4,Chợ Nancy,Đường Nguyễn Văn Cừ
386,2289923629,10.7612111,106.6834117,4,,,POINT (106.6834117 10.7612111),4,,An Dương Vương
387,2289923638,10.7579811,106.6846466,3,,,POINT (106.6846466 10.7579811),2,Chùa Long An,Đường Nguyễn Văn Cừ
388,2290050435,10.7672256,106.6948346,1,,,POINT (106.6948346 10.7672256),2,OCB - Phòng Giao Dịch Kinh Tế,Hẻm 135 Trần Hưng Ðạo
389,2297783345,10.7892029,106.7029041,3,,,POINT (106.7029041 10.7892029),4,,Cafe Ngon
390,2332680419,10.7945693,106.6933415,3,,,POINT (106.6933415 10.7945693),5,Chùa Đức Quang,Hoàng Sa
391,2332682129,10.7928751,106.6876075,3,,,POINT (106.6876075 10.7928751),6,Trường THCS Văn Lang,Nguyễn Văn Nguyễn
392,2332682130,10.7920383,106.6867758,3,,,POINT (106.6867758 10.7920383),2,,An Vegan
393,2358070582,10.7686141,106.7034096,3,,,POINT (106.7034096 10.7686141),3,,
394,2358070586,10.7686832,106.7034599,3,,,POINT (106.7034599 10.7686832),3,,
395,2358070591,10.7687822,106.7033969,3,,,POINT (106.7033969 10.7687822),3,,
396,2358070596,10.7687542,106.7032974,3,,,POINT (106.7032974 10.7687542),3,,Đường Võ Văn Kiệt
397,2358137370,10.7575403,106.6911107,3,,,POINT (106.6911107 10.7575403),3,Trường Tiểu học Chương Dương,Đường Võ Văn Kiệt
398,2358137376,10.7538063,106.687166,1,,,POINT (106.687166 10.7538063),1,,Võ Văn Kiệt
399,2358137396,10.75857,106.6924841,3,,,POINT (106.6924841 10.75857),4,Quán Chay 20,Đường Võ Văn Kiệt
400,2358137408,10.7557277,106.6888863,3,,,POINT (106.6888863 10.7557277),3,Trường ĐH Công nghệ,Đường Võ Văn Kiệt
401,2364030596,10.7747898,106.6906105,3,,,POINT (106.6906105 10.7747898),2,,Nguyễn Thị Minh Khai
402,2380787695,10.7678364,106.7024381,3,,,POINT (106.7024381 10.7678364),2,Navibank,Đường Võ Văn Kiệt
403,2403044878,10.7882186,106.7030795,3,,,POINT (106.7030795 10.7882186),4,Đài Truyền hình Việt Nam tại TP. HCM,Hẻm 10 Nguyễn Thị Minh Khai
404,2403044879,10.7896672,106.7044554,3,,,POINT (106.7044554 10.7896672),4,,
405,2403044880,10.7886488,106.7034951,4,traffic_signals,,POINT (106.7034951 10.7886488),5,,Nguyễn Bỉnh Khiêm
406,2403044882,10.7879369,106.7028134,3,,,POINT (106.7028134 10.7879369),4,Trung Tâm Nhật Ngữ Yaruki,Trung Tâm Nhật Ngữ Yaruki
407,2403047190,10.7866401,106.7015568,4,traffic_signals,,POINT (106.7015568 10.7866401),5,,Đinh Tiên Hoàng
408,2408529960,10.7787528,106.6997586,3,,,POINT (106.6997586 10.7787528),4,Carl's Jr.,Nhà thờ Đức Bà Sài Gòn
409,2469697624,10.7622417,106.6830015,3,,,POINT (106.6830015 10.7622417),2,Pizza Hut,Đường Nguyễn Văn Cừ
410,2469697626,10.7629123,106.6827342,3,,,POINT (106.6827342 10.7629123),2,Pizza Hut,Đường Nguyễn Văn Cừ
411,2527488815,10.7701665,106.6941984,4,,,POINT (106.6941984 10.7701665),5,,Nguyễn Thị Nghĩa
412,2658956868,10.7897484,106.6915458,3,,,POINT (106.6915458 10.7897484),6,Bánh Xèo 46A,Hẻm 79 Nguyễn Hữu Cầu
413,2664205599,10.7795752,106.6949909,4,traffic_signals,,POINT (106.6949909 10.7795752),3,,Du Lịch TransViet
414,2666742983,10.765327,106.7001553,4,,,POINT (106.7001553 10.765327),6,Cà Phê Betta Fish,Ký Con
415,2686613215,10.7955305,106.6908659,3,,,POINT (106.6908659 10.7955305),2,,Hoàng Sa
416,2686613218,10.7955319,106.6909386,3,,,POINT (106.6909386 10.7955319),2,,Cầu Trần Khánh Dư
417,2730493477,10.7711821,106.7043435,4,,,POINT (106.7043435 10.7711821),6,BIDV,Curves
418,2899065691,10.7727875,106.6985066,3,crossing,,POINT (106.6985066 10.7727875),4,Chợ Bến Thành,Cà Phê Journeys Sandwich Bistro
419,2907818487,10.77718,106.7034401,3,,,POINT (106.7034401 10.77718),4,,Công trường Lam Sơn
420,2907818488,10.7769646,106.7037077,3,,,POINT (106.7037077 10.7769646),4,Nhà Hàng Hoằng Long,Công trường Lam Sơn
421,2935020197,10.7635235,106.6824908,4,,,POINT (106.6824908 10.7635235),4,Pizza Hut,Đường Nguyễn Văn Cừ
422,3014433881,10.790616,106.6975675,3,,,POINT (106.6975675 10.790616),3,Quán Chả Giò Cua Biển 94,Cho Thuê Căn Hộ Khách Sạn An Nhiên 1
423,3014433882,10.7905389,106.6976523,3,,,POINT (106.6976523 10.7905389),3,Quán Chả Giò Cua Biển 94,Đường Ðiện Biên Phủ
424,3335337343,10.7749426,106.7029702,3,,,POINT (106.7029702 10.7749426),4,Cà Phê Ciao,Nhà Hàng Secret Cottage Café Dining
425,3335337345,10.7755933,106.7035905,3,,,POINT (106.7035905 10.7755933),4,,Nhà Hàng Secret Cottage Café Dining
426,3338020105,10.7542184,106.6867781,3,,,POINT (106.6867781 10.7542184),3,,Đường Nguyễn Văn Cừ
427,3338020109,10.7541974,106.6868577,4,,,POINT (106.6868577 10.7541974),4,,Đường Võ Văn Kiệt
428,3338020159,10.7575925,106.6906919,3,,,POINT (106.6906919 10.7575925),4,Trường Tiểu học Chương Dương,Bến Chương Dương
429,3338020171,10.7588519,106.6923653,4,,,POINT (106.6923653 10.7588519),6,Quán Chay 20,Đường Trần Ðình Xu
430,3338020186,10.7604218,106.6949332,3,,,POINT (106.6949332 10.7604218),4,,Hẻm 342 Đường Võ Văn Kiệt
431,3338020342,10.765069,106.6993987,3,,,POINT (106.6993987 10.765069),3,Cà Phê Betta Fish,Đường Võ Văn Kiệt
432,3451232672,10.7811837,106.7052099,3,,,POINT (106.7052099 10.7811837),4,Cửa Hàng Kem Haagen Dazs,Hẻm 15A Đường Lê Thánh Tôn
433,3506700347,10.7699546,106.6943304,3,,,POINT (106.6943304 10.7699546),3,,Nguyễn Thị Nghĩa
434,4099242263,10.7884681,106.6995877,4,,,POINT (106.6995877 10.7884681),4,,Saigon Financial Center
435,4122304310,10.7931001,106.6994409,3,,,POINT (106.6994409 10.7931001),6,Popeyes,Hoàng Sa
436,4302891988,10.7648521,106.6926747,4,,,POINT (106.6926747 10.7648521),6,,Trần Hưng Đạo
437,4591922983,10.7652193,106.6928606,3,,,POINT (106.6928606 10.7652193),4,Tokyo Deli Tran Hung Dao,Trần Hưng Đạo
438,4593766222,10.7615992,106.6881445,1,,,POINT (106.6881445 10.7615992),2,Phòng Cảnh sát Phòng cháy Chữa cháy Thành phố Hồ Chí Minh,Phòng Cảnh sát Phòng cháy Chữa cháy Thành phố Hồ Chí Minh
